pid,product_name,product_category_tree,retail_price,discounted_price,image,description,brand,product_specifications,section,category,subcategory1,subcategory2,subcategory3,subcategory4,bias,sale_percentage,tags
EL10959,"Motorola Moto Razr 4.0 256 GB, 8 GB RAM, Vanilla Cream Mobile Phone",Electronics >> Mobiles & Tablets >> Mobile Phones >> Motorola,49999,44999,"[""https://www.reliancedigital.in/medias/Motorola-Razar-Vanilla-Cream-493838322-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w0OTA2OHxpbWFnZS9qcGVnfGltYWdlcy9oMWMvaGI1LzEwMDE5MTk1ODEzOTE4LmpwZ3w5MmQwNTcxNzExMmU0YjU5MzEyMzE0MzY1ZmQwNzQwNWQxODQ1OGY3ZDE4ODM1N2Q0MTVhMGY0MWFiMThiNDYx""]","Experience immersive visuals on the Motorola Moto Razr 4.0 with its 17.52 cm (6.9 inch) FHD+ pOLED internal display and a compact 3.81 cm (1.5 inch) pOLED external screen. Capture stunning photos with its 64MP OIS + 13MP UWM rear camera setup and crisp selfies with the 32MP front camera, all powered by a 4200 mAh battery and 8 GB RAM, 256 GB internal storage.",Motorola,"{""product_specification"": [{""Display"":""17.52 cm (6.9 inch) FHD+ pOLED(Internal) 3.81 cm (1.5 inch) pOLED(External)""}, {""Rear Camera"":""64MP OIS + 13MP UWM""}, {""Front Camera"":""32 MP""}, {""Battery"":""4200 mAh""}, {""Internal Storage"":""8 GB RAM, 256 GB""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Motorola,,,A,10.0002,
EL45570,Motorola G62 5G 128 GB 8 GB RAM Midnight Grey Mobile Phone,Electronics >> Mobiles & Tablets >> Mobile Phones >> Motorola,24999,16999,"[""https://www.reliancedigital.in/medias/Motorola-G62-Mobile-Phone-493177196-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w4NTk0NnxpbWFnZS9qcGVnfGltYWdlcy9oMzkvaGUzLzk4NzMyNTgwMjA4OTQuanBnfDllZDQyNTU3NmZkOTExY2VmZjZhMTM1ZjJmYTI4YTFiZjE2MWEzMzgxOTM4NmE3ZWM1NThjNzFhMzVmMGQxOGI"",""https://www.reliancedigital.in/medias/Motorola-G62-Mobile-Phone-493177196-i-4-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w2MjkzNnxpbWFnZS9qcGVnfGltYWdlcy9oOTEvaGUzLzk4NzMyNjA2NDIzMzQuanBnfGQ3NTBjYTU5YTM1NzI0YmQxMmRkZDkwNmNhMDRiOWVlNTg5NWRhNTUzYmUxNmQyOTM0ODgzZjIyZThhN2QxZTQ"",""https://www.reliancedigital.in/medias/Motorola-G62-Mobile-Phone-493177196-i-6-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyMjYzMHxpbWFnZS9qcGVnfGltYWdlcy9oYTkvaGMxLzk4NzMyNjE5NTMwNTQuanBnfDkyNmJjMTI0MGUwN2ZhMzk4NDlhMjUyMmJkMzU3NzFkODNkOTQ2NjgxMWVjNGQwY2Q2MTE2M2Q3MzNlNTdmYTM""]","The Motorola G62 5G features a 16.5 cm (6.5 Inch) Full HD+ Display with a resolution of 2400 x 1080, delivering vibrant visuals. It is equipped with a versatile camera setup, including a 50 MP + 8 MP + 2 MP primary camera and a 16 MP front camera, allowing you to capture stunning photos and selfies. Additionally, it comes with a 5000 mAh battery for long-lasting usage. The device boasts a 120 Hz refresh rate for smooth performance and multidimensional stereo sound for immersive audio experiences.",Motorola,"{""product_specification"": [{""Display"":""16.5 cm (6.5 Inch) 2400 x 1080 Full HD+""}, {""Primary Camera"":""50 MP + 8 MP + 2 MP""}, {""Front Camera"":""16 MP""}, {""Battery Capacity"":""5000 mAh""}, {""Refresh Rate"":""120 Hz""}, {""Sound"":""Multidimensional stereo sound""}, {""Design"":""Water-repellent""}, {""Microphones"":""2""}, {""Voice Control"":""Google Assistant""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Motorola,,,A,32.00128005,
EL11143,Moto Edge 40 5G 256 GB 8 GB Viva Magenta Mobile Phone,Electronics >> Mobiles & Tablets >> Mobile Phones >> Motorola,34999,26999,"[""https://www.reliancedigital.in/medias/Moto-Edge-Mobile-Phone-493838345-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w0NzM4OTl8aW1hZ2UvanBlZ3xpbWFnZXMvaGNiL2g0Ny8xMDAxODY3NzEyOTI0Ni5qcGd8Nzk3M2E0ZDM5NTAzOWI4NTIzZGVlMWY0Y2Q1NDE4NzE4YmVkNWIxNzEzNTZhZTUxMWIzNmQzNzQxYzBlZjJiOA"",""https://www.reliancedigital.in/medias/Moto-Edge-Mobile-Phone-493838345-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wzMDQ2Mjh8aW1hZ2UvanBlZ3xpbWFnZXMvaDY0L2gxNi8xMDAxODY3NzQ1NjkyNi5qcGd8M2RkMWY3MDcyZWFhM2JhZGZlYTEyNzY5MTQ1N2VhYWU5YmU0ODU2YjkwNjgxYWNkZjY2OTJmMTU5NzRiZmEzNA"",""https://www.reliancedigital.in/medias/Moto-Edge-Mobile-Phone-493838345-i-3-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyMTExMjZ8aW1hZ2UvanBlZ3xpbWFnZXMvaDMxL2gzOS8xMDAxODY3Nzc4NDYwNi5qcGd8YjI0YzhhYWNlYjhlOWY4MzhiNzc1NTg1MzVlYTEzZDQyZjMzZDQ4Y2Q2MDdjZGQwNzllNDg3YzIxZGY3MjhlOA""]","The Moto Edge 40 5G features a 16.37 cm (6.55 inch) pOLED FHD+ display, providing immersive visuals. With 8 GB RAM and 256 GB ROM, it offers ample storage and smooth performance. It is equipped with a 50 MP + 13 MP dual rear camera setup and a 32 MP front camera, allowing you to capture stunning photos and selfies.",Motorola,"{""product_specification"": [{""Display"":""16.37 cm (6.55 inch) pOLED FHD+""}, {""RAM"":""8 GB""}, {""ROM"":""256 GB""}, {""Rear Camera"":""50 MP, 13 MP""}, {""Front Camera"":""32 MP""}, {""Battery Capacity"":""4400 mAh""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Motorola,,,A,22.85779594,
EL65667,Jiophone Next 32 GB 2 GB RAM Blue,Electronics >> Mobiles & Tablets >> Mobile Phones >> Jiophone,7299,4299,"[""https://www.reliancedigital.in/medias/JioPhone-Next-LS1542QWN-Blue-Smartphone-581107339-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wxODA3Mzl8aW1hZ2UvanBlZ3xpbWFnZXMvaDQ2L2hhZi85NjYyOTgyNzgzMDA2LmpwZ3w5M2ExY2MzYmUxNDNlZTJkNTU0MmNiZjc3YWY2OGMxZTE3YzI0YzU5ZDMzNWIwMGFhODRlNTk4N2U0N2JlYTVm"",""https://www.reliancedigital.in/medias/JioPhone-Next-LS1542QWN-Blue-Smartphone-581107339-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wxMjQ3MTB8aW1hZ2UvanBlZ3xpbWFnZXMvaDlkL2gyMC85NjYyOTg0ODE0NjIyLmpwZ3wwYmJiZWFkYmVmMTVhOWFjMzllMzZiN2RjMzI2NzlkN2EzZjVmYTNlODI4MzU3ZGFiMTdjZDEzNTQ2NWY5MDBm"",""https://www.reliancedigital.in/medias/JioPhone-Next-LS1542QWN-Blue-Smartphone-581107339-i-3-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w3NzQwNHxpbWFnZS9qcGVnfGltYWdlcy9oNzMvaGQzLzk2NjI5ODU0Njk5ODIuanBnfDIyY2QyZjE2YzBmNjQ0ZmE2MWVhNjgzNDQzZTZiMThiMmI0Mzg1NDc4Y2JmNjQ5MGUwNmQxNTk5YWI5YTlmYjI""]","The JioPhone Next features a 13.84 cm (5.45 inch) screen size, providing a compact yet immersive viewing experience. It comes with 2 GB of memory and 32 GB of storage, allowing users to store their essential apps and data. Capture memorable moments with the 13 MP primary camera and take stunning selfies with the 8 MP selfie camera. ",Jiophone,"{""product_specification"": [{""Screen Size"":""13.84 cm (5.45 inch)""}, {""Memory"":""2 GB""}, {""Storage"":""32 GB""}, {""Primary Camera"":""13 MP""}, {""Selfie Camera"":""8 MP""}, {""Battery Capacity"":""3500mAh""}, {""Display Protection"":""Corning Gorilla Glass 3 with Anti-fingerprint Coating""}, {""Processor"":""Qualcomm Snapdragon QM-215""}, {""Operating System"":""Pragati OS (Powered by Android)""}, {""Network Connectivity"":""Jio Network Only""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Jiophone,,,A,41.10152076,
EL46856,itel Vision 2S 32 GB 2 GB RAM Gradation Blue,Electronics >> Mobiles & Tablets >> Mobile Phones >> itel,8499,7349,"[""https://www.reliancedigital.in/medias/Itel-Vision-2S-Smartphones-491997911-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w0NDUxNzh8aW1hZ2UvanBlZ3xpbWFnZXMvaDU1L2g1Ni85NjU3NDEyNjE2MjIyLmpwZ3xjZmM5ZGRjNDA5MDczYmE3YzA3ZmI0ZTBjMmZiNzY3YTI3MWJjNTVkYzIzMWU0NzZmYWE4NjZmZmY4M2U4NzBj""]","The itel Vision 2S features a 16.51 cm (6.5 inch) HD+ Waterdrop FullScreen Display, providing an immersive viewing experience. It is equipped with a powerful 5000 mAh battery capacity to keep you connected throughout the day. Running on the Android 11 operating system, it offers a smooth and intuitive user experience. ",Itel,"{""product_specification"": [{""Display"":""16.51 cm (6.5 inch) HD+ Waterdrop FullScreen Display""}, {""Battery Capacity"":""5000 mAh""}, {""Operating System"":""Android 11""}, {""Camera"":""8MP AI Dual Camera""}, {""Processor"":""Octa-core 1.6GHz A55 Processor""}]}",Electronics,Mobiles & Tablets,Mobile Phones,itel,,,A,13.53100365,
EL26511,Infinix Note 12 5G 64GB 6GB RAM Force Black,Electronics >> Mobiles & Tablets >> Mobile Phones >> Infinix,19999,15999,"[""https://www.reliancedigital.in/medias/Infinix-NOTE-12-5G-Mobile-Phone-492850984-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w2ODIxNHxpbWFnZS9qcGVnfGltYWdlcy9oYTgvaGU2Lzk4NjI3NDU5ODA5NTguanBnfGViOTAyNTU4NjEzYzhmYmUxYWEwY2U2MmNjZDE1NzI0Y2NkNDBlMGY1MmNhY2YwNWRmNDIyYjQ1ZjFkNjYwZmI"",""https://www.reliancedigital.in/medias/Infinix-NOTE-12-5G-Mobile-Phone-492850984-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w2ODA2MXxpbWFnZS9qcGVnfGltYWdlcy9oNGUvaDNjLzk4NjI3NDY5NjM5OTguanBnfDE0N2E1N2EyYjA5MjI3M2Q4Y2IxMmU0MDdlYTk3YjZmMDgzM2U3NWI3ZDEwYjk1NTkzYjkzNzdiOWJkMGM1ZTQ"",""https://www.reliancedigital.in/medias/Infinix-NOTE-12-5G-Mobile-Phone-492850984-i-4-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w0MTk0N3xpbWFnZS9qcGVnfGltYWdlcy9oZmIvaGU3Lzk4NjI3NDg5MzAwNzguanBnfDc0NmE0YjZmZDYyZDNmYjJlYmU5YzhmOGQyYzkxNDhmNGE1ZDlkZmUzZTRmMzViOWY2YTA4YzhjYTBiYTE5OTA""]","The Infinix Note 12 5G features a 17.02 cm (6.7 inch) Full HD+ AMOLED Display, delivering immersive visuals. It is equipped with a versatile camera setup, including a 50 MP main camera, 2 MP depth lens, and AI lens, allowing you to capture detailed photos.",Infinix,"{""product_specification"": [{""Display"":""17.02 cm (6.7 inch) Full HD+ AMOLED""}, {""Rear Camera"":""50 MP + 2 MP Depth Lens + AI Lens""}, {""Front Camera"":""16 MP""}, {""Battery Capacity"":""5000 mAh Li-ion Polymer""}, {""Internal Storage"":""64GB""}, {""Memory"":""6GB""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Infinix,,,A,20.00100005,
EL61095,Apple iPhone 14 Plus 128 GB Red,Electronics >> Mobiles & Tablets >> Mobile Phones >> Apple,79900,73900,"[""https://www.reliancedigital.in/medias/iPhone-14-Plus-ProductRED-PDP-Image-493177766-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyMzM5ODh8aW1hZ2UvanBlZ3xpbWFnZXMvaGE2L2hjMS8xMDAxNjg1NTcxOTk2Ni5qcGd8MjFmNmVkMjRjNjNhMzRhYjEyNjMzYTJiYmU1ZDE4MjVkNTI3M2ViNzJiZTFlNWUzZTg1MzQ4ZDlhNTIwM2M2Yg"",""https://www.reliancedigital.in/medias/iPhone-14-Plus-ProductRED-PDP-Image-493177766-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wxNzkzNTl8aW1hZ2UvanBlZ3xpbWFnZXMvaDg5L2hhMy8xMDAxNjg0NzIwMDI4Ni5qcGd8ZGE0Nzc3YzhhOTQxOTcyNjBkN2VkNTliNmZhZDkzMWJiMzdmODg5NjFiMGQ5YTQwMzdmMTc1ODI1MDI1MzEwZg"",""https://www.reliancedigital.in/medias/iPhone-14-Plus-ProductRED-PDP-Image-493177766-i-3-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wxMTk5ODl8aW1hZ2UvanBlZ3xpbWFnZXMvaDYwL2gxMi8xMDAxNjg0ODE4MzMyNi5qcGd8MDE4YzdkYTFkODg1NDBiOTI2ZGM3OWNkNTM3MWU5MmE0OTE0NmFmYTg2YzkyMTlmYzk1ZTMxNDk0ODgxZmQ0ZA""]","Experience the immersive 16.95 cm (6.7 Inch) Super Retina XDR OLED display and capture stunning moments with the 12 MP Main + 12 MP Ultra Wide Lens Rear Camera. With features like FaceTime video calling, Emergency SOS Crash Detection Safety, and hands-free Hey Siri activation, stay connected and safe on the go.",Apple,"{""product_specification"": [{""Display"":""16.95 cm (6.7 Inch) Super Retina XDR OLED display""}, {""Main Camera"":""12 MP Main + 12 MP Ultra Wide Lens Rear Camera""}, {""Selfie Camera"":""12 MP Selfie Camera""}, {""Coating"":""Fingerprint-resistant oleophobic coating""}, {""Rating"":""Rated IP68 Splash, Water and Dust Resistant""}, {""Chip"":""A15 Bionic chip, 6-core CPU, 5-core GPU, 16-core Neural Engine""}, {""Facial Recognition"":""Enabled by TrueDepth camera for facial recognition""}, {""Safety Feature"":""Emergency SOS Crash Detection Safety""}, {""FaceTime"":""FaceTime video calling over cellular or Wi-Fi, FaceTime audio, Spatial Audio playback""}, {""Voice Activation"":""Activate hands-free with only your voice using - Hey Siri""}, {""Charging"":""MagSafe wireless charging up to 15 Watts""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Apple,,,A,7.509386733,
EL45718,Apple iPhone 13 512 GB Blue,Electronics >> Mobiles & Tablets >> Mobile Phones >> Apple,89900,81900,"[""https://www.reliancedigital.in/medias/Apple-MLQG3HN-A-Smart-Phones-491997712-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyNTA3NDd8aW1hZ2UvanBlZ3xpbWFnZXMvaGJlL2g3ZS85Nzc2MDY3NjA4NjA2LmpwZ3xlNmE4MzU1NDZlNGY1MjQwY2RjZmY1MWJmMjFjN2EzOTE2ZjdlNjE4ODg0N2Q1NDYxMTE3OWU2Yzg0ZjFhYjlj"",""https://www.reliancedigital.in/medias/Apple-MLQG3HN-A-Smart-Phones-491997712-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wzMDkzMTN8aW1hZ2UvanBlZ3xpbWFnZXMvaGVmL2hkMi85Nzc2MDU4NzYxMjQ2LmpwZ3wyYjUyMDUxM2YyNGM5NTFhMDdiY2NjMDhhZWJiMTg0NmFjMzI1NGUxZjJlNzlmMTFlOWFiMTgzMmEyZDE2Zjk1"",""https://www.reliancedigital.in/medias/Apple-MLQG3HN-A-Smart-Phones-491997712-i-3-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wxOTg4NDB8aW1hZ2UvanBlZ3xpbWFnZXMvaDE4L2hhNi85Nzc2MDYwMDcxOTY2LmpwZ3w3YTA4YTFiY2Q4MTdlNTk0YmE3NGMzODEzNWVjM2IyYzI5YzkyNGE1ZjZmMDc0ZDMxYjdlYTA2Mjk0MWU3MmRl""]","The Apple iPhone 13 512 GB Blue features a Super Retina XDR Display with a 15.4 cm (6.1 inch) all-screen OLED display, offering stunning visuals. It is a 5G enabled phone powered by the A15 Bionic Chip, delivering exceptional performance. The device comes with a dual 12 MP camera system comprising ultra-wide and wide cameras, along with features like fingerprint-resistant oleophobic coating and IP68 splash, water, and dust resistance. ",Apple,"{""product_specification"": [{""Display"":""Super Retina XDR Display, 15.4 cm (6.1 inch) all-screen OLED Display""}, {""Network"":""5G Enabled""}, {""Processor"":""A15 Bionic Chip""}, {""Camera"":""Dual 12 MP Camera System:Ultra Wide and Wide Cameras""}, {""Screen Coating"":""Fingerprint-resistant Oleophobic Coating""}, {""Water Resistance"":""Rated IP68 Splash, Water and Dust Resistant""}, {""Security"":""Face ID Enabled by TrueDepth Camera for Facial Recognition""}, {""Battery"":""Built-in Rechargeable Lithium-ion Battery""}, {""Wireless Charging"":""MagSafe wireless charging up to 15W, Qi wireless charging up to 7.5W""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Apple,,,A,8.898776418,
EL61210,Apple iPhone 12 64 GB Black,Electronics >> Mobiles & Tablets >> Mobile Phones >> Apple,49900,44999,"[""https://www.reliancedigital.in/medias/Apple-iPhone12-Smartphones-491901528-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wxMDY2OTN8aW1hZ2UvanBlZ3xpbWFnZXMvaGE3L2gxNy85Njc1ODY4NjM1MTY2LmpwZ3w3ZWEzMjlkZDAwYmE1MTAxMDY2NjM4ODcwYTYwODc2MDk5NjNkYjQ5ZWIwMDNiNzU1OTNjNDc1MGU5NjViNGEx"",""https://www.reliancedigital.in/medias/Apple-iPhone12-Smartphones-491901528-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wxNzQwNzN8aW1hZ2UvanBlZ3xpbWFnZXMvaDcxL2hiMy85Njc1ODU5Mzk0NTkwLmpwZ3wyYjlhZDNmYjczN2QyZWY2NTNmODIyY2FhMWE2MTM1ZDZlZjY4YjQ2MjZlNzk0YTU1ZDgxOWNjNzgxNGNjNzY2"",""https://www.reliancedigital.in/medias/Apple-iPhone12-Smartphones-491901528-i-3-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wxMTI4MzZ8aW1hZ2UvanBlZ3xpbWFnZXMvaDBiL2gyMy85Njc1ODYwNzcwODQ2LmpwZ3wyZGU2NmU4MWRmNGI4NTdiMmE4YzZkZWZmMDNhM2Q3Yjk2MzJkNTY4Y2UwMjNiZThiZTJjZGQ5MzkxYTkyYmYz""]","The Apple iPhone 12 in Black features a Super Retina XDR Display with an all-screen OLED display, offering stunning visuals. It is a 5G enabled phone with a fingerprint-resistant oleophobic coating screen and is rated IP68 splash, water, and dust resistant. Powered by the A14 Bionic chip, it delivers exceptional performance.",Apple,"{""product_specification"": [{""Display"":""Super Retina XDR Display, All‑screen OLED Display""}, {""Network"":""5G Enabled""}, {""Screen Coating"":""Fingerprint-resistant Oleophobic Coating""}, {""Water Resistance"":""Rated IP68 Splash, Water and Dust Resistant""}, {""Processor"":""A14 Bionic Chip""}, {""Camera"":""Dual 12 MP Camera System:Ultra Wide and Wide Cameras, 12 MP TrueDepth Camera""}, {""Security"":""Face ID Enabled by TrueDepth Camera""}, {""Wireless Charging"":""Compatible with Wireless Charging""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Apple,,,A,9.821643287,
EL14702,Apple iPhone 15 Pro Max 512 GB Natural Titanium,Electronics >> Mobiles & Tablets >> Mobile Phones >> Apple,179900,173900,"[""https://www.reliancedigital.in/medias/Apple-iPhone-15-Pro-Max-Mobile-Phone-493839361-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wyMTM1ODB8aW1hZ2UvanBlZ3xpbWFnZXMvaDkwL2g1NS8xMDA1MjExODAyMDEyNi5qcGd8MzcxOTM4ZDU3Y2U3ZmU4OGYzYjFmY2NlZThmNDY1NmY0ZDg4Mzg1Yzg5YWYzMzQxYWY5ZmJiNzNlMTM0NTNjNQ""]","Experience the Apple iPhone15 Pro Max, featuring a Super Retina XDR display spanning 17.02 cm (6.7 inches) of all-screen OLED brilliance. Capture life's moments in stunning detail with its 48MP Main, 12MP Ultra Wide, and 12MP Telephoto Rear Camera, all housed in a sleek Aerospace-grade Titanium body.",Apple,"{""product_specification"": [{""Display"":""Super Retina XDR display, 17.02 cm (6.7 inch) all-screen OLED Display""}, {""Main Camera"":""48MP Main, 12MP Ultra Wide, 12MP Telephoto Rear Camera""}, {""SIM"":""Dual eSIM""}, {""Network"":""5G Enabled Phone""}, {""Coating"":""Fingerprint-resistant Oleophobic Coating""}, {""Facial Recognition"":""Face ID Enabled by TrueDepth Camera for Facial Recognition""}, {""Battery"":""Built-in rechargeable lithium‑ion battery""}, {""Charging"":""MagSafe and Qi wireless charging""}, {""Material"":""Aerospace-grade Titanium""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Apple,,,A,3.335186215,
EL54612,Apple iPhone 15 128GB Blue,Electronics >> Mobiles & Tablets >> Mobile Phones >> Apple,79900,71900,"[""https://www.reliancedigital.in/medias/Apple-iPhone-15-128GB-Blue-493839312-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wzOTgyMjZ8aW1hZ2UvanBlZ3xpbWFnZXMvaGQ4L2g3MC8xMDA1MjA4MTk0MjU1OC5qcGd8NzA1MzZkZDBkMmQ5MGQ1MTI5MDc0ZTYxZDVkNTFiNjdhNDY4N2VjOTY0MmMxNjc2M2U0MjU1N2I2NWE5N2Y4MQ"",""https://www.reliancedigital.in/medias/Apple-iPhone-15-493839312-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w5NTM3NnxpbWFnZS9qcGVnfGltYWdlcy9oZDYvaDY5LzEwMDUxNDExMzc4MjA2LmpwZ3w3OWYzNGVhMDZiYzZiMDdlMDgxNTc1ZTFlNWEwYjdlZmFmOGQ2NzIxM2Y4YWNmNzI5YmMzOWJjYWVmZDUwYzQy"",""https://www.reliancedigital.in/medias/Apple-iPhone-15-493839312-i-3-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wzMjcwMTF8aW1hZ2UvanBlZ3xpbWFnZXMvaDZkL2hjYS8xMDA1MTQxMjM2MTI0Ni5qcGd8ZjZhZmRhMjFjY2E2NDMzZTkzZGI1YjMzNWIzYzE2NDU3NDlhNmExMDIxNDJiNjM5ZWNmYWIzZmYzMzQxOGIxZg""]","Super Retina XDR Display, 48MP Main Ultra Wide dual-camera system, IP68 Rating, A16 Bionic chip, TrueDepth facial recognition, SOS via satellite, FaceTime over cellular/Wi-Fi, Hands-free Hey Siri, Fast Charging",Apple,"{""product_specification"": [{""Display"":""15.40 cm (6.1 inch) Super Retina XDR Display""}, {""Camera"":""Advanced dual-camera system:48MP Main, Ultra Wide; 12 MP Selfie Camera""}, {""Operating System"":""iOS 17 Operating System""}, {""Rating"":""Rated IP68 Splash, Water and Dust Resistant""}, {""Chip"":""A16 Bionic chip, 5-core CPU""}, {""Facial Recognition"":""Enabled by TrueDepth camera for facial recognition""}, {""Emergency SOS"":""Emergency SOS via satellite""}, {""FaceTime"":""FaceTime video calling over cellular or Wi-Fi, FaceTime-enabled device""}, {""Voice Activation"":""Activate hands-free with only your voice using - Hey Siri""}, {""Charging"":""Fast-charge capable""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Apple,,,A,10.01251564,
EL71557,Apple iPhone 15 128GB Black,Electronics >> Mobiles & Tablets >> Mobile Phones >> Apple,76000,70000,"[""https://www.reliancedigital.in/medias/Apple-iPhone-15-128GB-Black-493839309-i-1-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wzMDYxNjR8aW1hZ2UvanBlZ3xpbWFnZXMvaGJhL2hjNy8xMDA1MTg3NjU1MjczNC5qcGd8YTEyMjdhZjQ4NWUxZDJhMWQ1NmJlMGU2MWY2YTUzMzA2ZGI3MjFiMmIyZGNmOTVmZDNhZWNlNmUwMDEwOTQwYw"",""https://www.reliancedigital.in/medias/Apple-iPhone-15-493839309-i-2-1200Wx1200H?context=bWFzdGVyfGltYWdlc3w4MDI1OHxpbWFnZS9qcGVnfGltYWdlcy9oYTYvaDQ4LzEwMDUxNDA4MTAxNDA2LmpwZ3xlODQxZGU0YjNiYTU5ZTNkMGM5ZWJkYmRiZDc0OGUwNzNjYTNjMDg2MDMzYjEyNTIwZWRkZDBlMDA5Y2E5ZGZj"",""https://www.reliancedigital.in/medias/Apple-iPhone-15-493839309-i-4-1200Wx1200H?context=bWFzdGVyfGltYWdlc3wzNzY0ODd8aW1hZ2UvanBlZ3xpbWFnZXMvaDg1L2hjYy8xMDA1MTQxMDM5NTE2Ni5qcGd8ZDE3ZTY1YzAxZDkyM2I2NDVkYjEzMjcxODBmYWM0NTc5MWUxYWM1ZThiYjg1MzFlMTg4ODU5ZWVlZThiZjUyMA""]","6.1"" Super Retina XDR Display, Advanced dual-camera system, IP68 Rating, A16 Bionic chip, TrueDepth facial recognition, Emergency SOS, FaceTime over cellular/Wi-Fi, Hands-free Hey Siri, Fast Charging",Apple,"{""product_specification"": [{""Display"":""15.40 cm (6.1 inch) Super Retina XDR Display""}, {""Camera"":""Advanced dual-camera system:48MP Main, Ultra Wide; 12 MP Selfie Camera""}, {""Operating System"":""iOS 17 Operating System""}, {""Rating"":""Rated IP68 Splash, Water and Dust Resistant""}, {""Chip"":""A16 Bionic chip, 5-core CPU""}, {""Facial Recognition"":""Enabled by TrueDepth camera for facial recognition""}, {""Emergency SOS"":""Emergency SOS via satellite""}, {""FaceTime"":""FaceTime video calling over cellular or Wi-Fi, FaceTime-enabled device""}, {""Voice Activation"":""Activate hands-free with only your voice using - Hey Siri""}, {""Charging"":""Fast-charge capable""}]}",Electronics,Mobiles & Tablets,Mobile Phones,Apple,,,A,7.894736842,
EL22555,Rugged Extra Tough Unbreakable Braided Micro USB Cable,Electronics >> Mobile Accessories >> USB Cables,799,99,"[""https://m.media-amazon.com/images/I/61b91WUDxmL._SX522_.jpg""]",The Rugged Extra Tough Unbreakable Braided Micro USB Cable is designed for durability and compatibility with all Micro USB enabled devices.,boAt,"{""product_specification"": [{ ""Connector Type"":""Micro USB""}, { ""Cable Type"":""USB""}, { ""Compatible Devices"":""Compatible with all Micro USB enabled devices.""}, { ""Special Feature"":""Data Transfer, Braided""}]}",Electronics,Mobile Accessories,USB Cables,,,,A,87.60951189,
EL97254,Duracell USB Type A to USB Type C Braided Cable,Electronics >> Mobile Accessories >> USB Cables,699,379,"[""https://m.media-amazon.com/images/I/71sMR4yd6UL._SX679_.jpg""]","The Duracell USB Type A to USB Type C Braided Cable is compatible with all Type C phones. It features fast charging and data transfer capabilities. It is braided, durable, and flexible.",Duracell,"{""product_specification"": [{ ""Connector Type"":""USB Type A""}, { ""Cable Type"":""USB""}, { ""Compatible Devices"":""All Type C Phones""}, { ""Special Feature"":""Braided, Fast Charging, Data Transfer, Long Lasting, Tangle Free, Durable, Flexible""}]}",Electronics,Mobile Accessories,USB Cables,,,,A,45.77968526,
